0,1,2
503.0,25553.306640625,36343.3671875
504.0,24734.78125,34203.4296875
505.0,24788.994140625,34994.3828125
506.0,24489.408203125,36435.5703125
507.0,24361.55859375,34148.67578125
508.0,24481.421875,34010.9765625
509.0,24705.25390625,35459.27734375
510.0,24500.70703125,34254.6640625
511.0,24411.65234375,34849.35546875
512.0,24372.216796875,33940.59765625
513.0,24395.427734375,33810.1015625
514.0,24421.169921875,34588.89453125
515.0,24866.388671875,34607.45703125
516.0,24651.876953125,34241.7734375
517.0,24519.158203125,33898.4609375
518.0,25698.91015625,38737.12890625
519.0,24755.458984375,33910.33203125
520.0,24774.60546875,34885.203125
521.0,27158.94921875,34015.0625
522.0,25666.794921875,34348.56640625
523.0,24863.966796875,33840.38671875
524.0,24661.98046875,41818.84765625
525.0,24582.248046875,39150.765625
526.0,24848.271484375,38826.6015625
527.0,24774.60546875,35306.79296875
528.0,24663.482421875,34219.01953125
529.0,24745.607421875,39771.26171875
530.0,24677.5078125,34093.79296875
531.0,25017.865234375,35276.1796875
532.0,24388.943359375,34750.48046875
533.0,24730.71875,34298.16796875
534.0,25459.8828125,34443.54296875
535.0,24450.029296875,39679.21875
536.0,24453.119140625,40340.64453125
537.0,24724.484375,34928.671875
538.0,24394.119140625,34238.1796875
539.0,24364.287109375,34588.89453125
540.0,24985.025390625,35459.27734375
541.0,24396.40234375,34847.60546875
542.0,25051.12109375,34384.01171875
543.0,24954.0234375,33928.96484375
544.0,24484.17578125,36634.8046875
545.0,30940.07421875,35891.1484375
546.0,24669.076171875,34597.55859375
547.0,24380.7890625,33970.9375
548.0,41590.921875,34319.046875
549.0,25284.361328125,34221.625
550.0,24788.994140625,34857.65234375
551.0,24484.17578125,34219.01953125
552.0,24390.919921875,39593.77734375
553.0,24722.591796875,34201.84375
554.0,26347.03515625,35385.1015625
555.0,24535.466796875,34766.21484375
556.0,24551.24609375,35461.7734375
557.0,24810.78515625,35571.62890625
558.0,25699.689453125,34108.25
559.0,26436.66015625,34734.76171875
560.0,25038.40234375,35057.96484375
561.0,24403.443359375,34233.01953125
562.0,25001.9453125,34348.56640625
563.0,25038.40234375,34968.62109375
564.0,24385.07421875,35149.203125
565.0,28307.017578125,42544.8359375
566.0,25720.171875,35987.6015625
567.0,24404.27734375,34201.11328125
568.0,25736.787109375,34423.08203125
569.0,24460.8828125,34093.79296875
570.0,24496.337890625,34305.64453125
571.0,24424.17578125,34929.69140625
572.0,24389.02734375,36608.60546875
573.0,24394.955078125,34340.1953125
574.0,24403.443359375,34010.9765625
575.0,24535.466796875,36778.0078125
576.0,24382.431640625,34173.65234375
577.0,25881.556640625,35499.6796875
578.0,24801.267578125,36816.390625
579.0,24412.876953125,34009.8671875
580.0,24642.193359375,35446.2578125
581.0,25066.56640625,34713.4296875
582.0,24734.78125,34108.25
583.0,24376.169921875,34254.6640625
584.0,25696.8515625,33857.8359375
585.0,25627.861328125,37524.18359375
586.0,24630.69921875,35080.31640625
587.0,24844.1796875,35192.3046875
588.0,24467.005859375,34610.44921875
589.0,25314.416015625,35192.3046875
590.0,24772.9921875,41674.6953125
591.0,25514.900390625,34093.79296875
592.0,27158.94921875,41401.58203125
593.0,24725.486328125,34233.01953125
594.0,24441.291015625,33908.9609375
595.0,24730.71875,34203.4296875
596.0,32385.3203125,34752.84765625
597.0,27886.83203125,34890.03515625
598.0,24604.427734375,33939.25
599.0,24484.17578125,34156.2578125
600.0,24379.3984375,35269.06640625
601.0,24408.228515625,38852.875
602.0,24508.693359375,43127.42578125
603.0,24378.396484375,37018.703125
604.0,24540.837890625,34673.9921875
605.0,24563.76953125,38539.6640625
606.0,24535.466796875,37533.04296875
607.0,24473.740234375,34847.82421875
608.0,24550.828125,33891.4765625
609.0,24498.953125,34847.82421875
610.0,24694.623046875,34710.0390625
611.0,24642.193359375,34147.81640625
612.0,24509.16796875,33998.81640625
613.0,25724.958984375,35277.2734375
614.0,24505.326171875,35251.5625
615.0,24541.64453125,34644.36328125
616.0,24356.466796875,33908.453125
617.0,24970.498046875,33898.37109375
618.0,24394.119140625,36913.1875
619.0,26718.642578125,35148.109375
620.0,25199.314453125,34041.79296875
621.0,24467.005859375,34087.4296875
622.0,24584.140625,35730.421875
623.0,24378.396484375,45976.61328125
624.0,24429.37890625,34221.625
625.0,26360.53125,39182.3828125
626.0,24400.326171875,35185.03125
627.0,24376.169921875,33857.8359375
628.0,24486.1796875,34039.98828125
629.0,27322.197265625,40051.39453125
630.0,24970.859375,33840.84375
631.0,25514.900390625,34221.625
632.0,24384.072265625,35600.546875
633.0,25346.365234375,34885.203125
634.0,24737.84375,35277.2734375
635.0,24404.27734375,34148.67578125
636.0,24420.1953125,34319.046875
637.0,25456.34765625,34093.79296875
638.0,24457.125,35211.05078125
639.0,24361.55859375,33885.421875
640.0,25440.568359375,35730.421875
641.0,24374.193359375,38413.0
642.0,24473.794921875,39622.93359375
643.0,24454.759765625,34766.21484375
644.0,24871.0078125,34757.15234375
645.0,24483.03515625,34254.6640625
646.0,24426.15234375,38322.10546875
647.0,24384.072265625,35600.546875
648.0,24415.1875,36909.65234375
649.0,24750.14453125,34610.44921875
650.0,24553.638671875,34254.6640625
651.0,24508.693359375,33898.4609375
652.0,24481.421875,34851.52734375
653.0,25501.7109375,33898.4609375
654.0,24450.029296875,34607.45703125
655.0,24473.794921875,33844.671875
656.0,24393.73046875,38570.078125
657.0,24847.796875,36588.9140625
658.0,26758.828125,34079.37109375
659.0,24378.396484375,39030.84765625
660.0,24426.15234375,39179.13671875
661.0,24722.591796875,37912.2578125
662.0,25185.87109375,47858.5859375
663.0,24605.763671875,34435.6640625
664.0,24456.568359375,33928.96484375
665.0,24464.25,34348.45703125
666.0,25176.01953125,34039.09375
667.0,24843.01171875,34298.16796875
668.0,24395.76171875,35126.390625
669.0,24473.2109375,40883.703125
670.0,24738.705078125,36857.5234375
671.0,24632.98046875,35987.6015625
672.0,24887.232421875,34245.984375
673.0,32903.05078125,35557.953125
674.0,24940.666015625,46137.66796875
675.0,24605.763671875,35156.83984375
676.0,24384.072265625,34103.6015625
677.0,24478.416015625,34024.0859375
678.0,25397.68359375,34928.671875
679.0,24389.02734375,34273.64453125
680.0,24734.78125,33908.453125
681.0,24541.64453125,35091.6953125
682.0,24490.21484375,34672.5859375
683.0,24750.14453125,34209.02734375
684.0,25085.15625,34413.7109375
685.0,24706.896484375,41324.03515625
686.0,24874.125,33998.81640625
687.0,25645.951171875,36058.52734375
688.0,25056.658203125,34983.1171875
689.0,24714.35546875,34923.1640625
690.0,25346.921875,34005.70703125
691.0,25038.40234375,34147.81640625
692.0,25116.51953125,34685.625
693.0,24750.14453125,35080.31640625
694.0,25324.1015625,35663.05078125
695.0,24626.080078125,34474.90234375
696.0,24389.02734375,34444.25390625
697.0,24429.37890625,34567.984375
698.0,24555.3359375,34298.16796875
699.0,24479.91796875,34298.16796875
700.0,24549.326171875,54316.0859375
701.0,24540.5859375,35571.62890625
702.0,24708.81640625,34757.15234375
703.0,24361.36328125,35215.27734375
704.0,24384.072265625,37358.7734375
705.0,27228.71875,37213.74609375
706.0,24454.759765625,35708.8515625
707.0,24719.140625,35215.27734375
708.0,28956.44921875,34221.625
709.0,24687.220703125,35276.671875
710.0,24562.48828125,33908.9609375
711.0,24706.896484375,33908.9609375
712.0,24573.982421875,42544.8359375
713.0,24484.17578125,33959.88671875
714.0,24460.91015625,35828.2421875
715.0,24707.146484375,33939.375
716.0,24812.3984375,34165.375
717.0,24490.966796875,34284.8046875
718.0,27315.712890625,37191.28125
719.0,25038.40234375,34129.546875
720.0,24380.7890625,34015.0625
721.0,27212.896484375,34389.828125
722.0,24456.568359375,37903.125
723.0,25185.87109375,35899.6796875
724.0,24462.330078125,34221.625
725.0,24462.330078125,33889.19921875
726.0,24747.888671875,60733.41796875
727.0,24730.71875,37508.13671875
728.0,24632.173828125,35730.421875
729.0,24750.14453125,38541.70703125
730.0,24745.607421875,34219.01953125
731.0,24371.548828125,38194.58203125
732.0,24633.34375,35277.2734375
733.0,24548.6015625,35261.13671875
734.0,24632.173828125,34496.8359375
735.0,24380.7890625,34760.6171875
736.0,24912.279296875,34980.08984375
737.0,24412.876953125,33993.3828125
738.0,25590.458984375,40362.63671875
739.0,24979.265625,34413.7109375
740.0,26004.814453125,34165.375
741.0,24640.578125,34348.56640625
742.0,24548.6015625,38125.60546875
743.0,24540.78125,35055.1015625
744.0,24404.27734375,34861.609375
745.0,24721.646484375,49764.265625
746.0,24496.337890625,59569.50390625
747.0,24695.513671875,34745.2265625
748.0,24431.16015625,35261.13671875
749.0,24555.3359375,34038.2734375
750.0,24762.22265625,33939.375
751.0,24549.326171875,37791.09765625
752.0,24456.568359375,34462.5390625
753.0,24490.21484375,34087.4296875
754.0,24758.603515625,34298.84375
755.0,24412.876953125,35182.05859375
756.0,26718.2109375,35113.828125
757.0,24549.326171875,34093.79296875
758.0,25008.708984375,35192.3046875
759.0,24376.169921875,37800.0859375
760.0,24430.326171875,35017.01171875
761.0,24361.36328125,33877.83984375
762.0,24945.369140625,44095.5859375
763.0,24388.943359375,36968.36328125
764.0,24409.705078125,34673.9921875
765.0,24484.17578125,34298.16796875
766.0,24445.158203125,34091.4765625
767.0,24762.22265625,33940.59765625
768.0,24664.623046875,34396.64453125
769.0,24763.251953125,34443.54296875
770.0,24379.453125,34554.546875
771.0,24393.78515625,36153.3203125
772.0,24763.251953125,34221.625
773.0,25087.55078125,35129.19921875
774.0,24425.9296875,33908.9609375
775.0,25281.55078125,46853.73828125
776.0,24940.666015625,34039.09375
777.0,25636.43359375,34240.66015625
778.0,24508.693359375,34039.09375
779.0,24642.193359375,34423.50390625
780.0,24954.0234375,34692.7890625
781.0,24453.119140625,33844.671875
782.0,24364.287109375,46273.12109375
783.0,24496.337890625,34003.51953125
784.0,24395.427734375,34929.69140625
785.0,24380.734375,35742.8203125
786.0,24774.60546875,42549.8515625
787.0,24440.455078125,34252.1640625
788.0,24496.337890625,37243.2265625
789.0,24376.169921875,34443.54296875
790.0,24762.22265625,35344.1328125
791.0,24415.1875,34093.79296875
792.0,25028.10546875,35113.828125
793.0,24359.9453125,40441.3671875
794.0,24730.71875,39825.140625
795.0,25238.58203125,33939.375
